,Job Title,Job Description
2158,Software Engineer,"17931 Software Development Engineer II (Open)

Position Type:

Full time

Location(s):

IN.Bangalore.Office1

Position Details:
Overall 3-8 Years of Hands-on experience on Java , at least 1+ years of experience on Building interfaces with MuleSofts ESB platform.
B.Tech / BS in Computer Science or related technical field or equivalent practical experience.
Interpreting requirements to develop Mule services/integrations with adherence to development, integration and in practicing MuleSoft development best practices.
Developing RESTful APIs with RAML using MuleSoft and also with MuleSoft Anypoint Platform for APIs and API Manager.
Hands-on experience and expertise on Building interfaces , Mule connectors / adapters with MuleSofts ESB platform.
Good hands-on experience in writing RAML / Swagger.
Implement the development of multiple interface services to connect both internal and external SOAP and REST web services.
Develops, build, deploy and test Mulesoft applications.
Good communication skills."
2159,Flutter Developer,"Must have built at least two Android and/or iOS apps with Flutter
Proven working experience in software development
Working experience in mobile development
Have published one or more mobile apps in Google Play or App Store
Experience with third-party libraries and APIs
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies
Solid understanding of the full mobile development life cycle, including automated testing and building
Experience working in an agile development process
Be proficient in using version control and continuous integration, with tools such as Git and Jenkins.
Write clear, maintainable and testable code that you are proud of
Good communication skills in English

Job Type: Full-time

Schedule:
Day shift
Flexible shift
Experience:
Flutter: 1 year (Preferred)
software development: 2 years (Preferred)
Android & iOS Development: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Industry:
Software Development
Work Remotely:
Temporarily due to COVID-19"
2160,Machine Learning,"What you do at AMD changes everything


At AMD, we push the boundaries of what is possible. We believe in changing the world for the better by driving innovation in high-performance computing, graphics, and visualization technologies – building blocks for gaming, immersive platforms, and the data center.


Developing great technology takes more than talent: it takes amazing people who understand collaboration, respect, and who will go the “extra mile” to achieve unthinkable results. It takes people who have the passion and desire to disrupt the status quo, push boundaries, deliver innovation, and change the world. If you have this type of passion, we invite you to take a look at the opportunities available to come join our team.

What you do at AMD changes everything
At AMD, we push the boundaries of what is possible. We believe in changing the world for the better by driving innovation in high-performance computing, graphics, and visualization technologies – building blocks for machine learning, gaming, immersive platforms, and the data center.
Developing great technology takes more than talent: it takes amazing people who understand collaboration, respect, and who will go the “extra mile” to achieve unthinkable results. It takes people who have the passion and desire to disrupt the status quo, push boundaries, deliver innovation, and change the world. If you have this type of passion, we encourage you to look at the opportunities available to come join our team.
Machine Learning Performance Engineer
AMD is seeking an expert at machine learning with background in frameworks such as Pytorch/TensorFlow, and machine learning workloads. The successful candidate will have a passion for machine learning algorithms, and understand the mapping of the machine learning workloads (such as CNNs, Transformer, BERT, recommendation models) on CPU/GPU architecture. This is a highly visible position with opportunity to work closely with teams across AMD and impact MLPerf optimizations on AMD hardware and software architectures.
You will have the opportunity to:
Define next generation algorithmic and software optimizations for machine learning training by conducting in-depth performance analysis of workloads and presenting the design and implementation choices.
Work with internal AMD teams and external customers to understand and develop software optimizations at machine learning frameworks level such as Pytorch/Tensorflow.
Drive development, product definitions, and customer interactions that lead to the development of AMD best-in-class machine learning platforms.
Develop machine learning software optimizations specific to AMD GPU platforms.
The best applicant will have:
MS or equivalent experience in a field associated with machine learning algorithms and frameworks; candidates with additional experience in architecture would be given preference
Expertise with Pytorch/TensorFlow
Experience with standard machine learning models such as ResNet50, Transformer, SSD, BERT, DLRM and Reinforcement Learning
Experience with performance tools such as nvprof, and rocprof
Familiarity with large scale execution of machine learning models on clusters connected with Ethernet/InfiniBand

#LI-ST1


Requisition Number: 81341
Country: India State: Karnataka City: Bangalore
Job Function: Design"
2161,Network Administrator,"Network Administrator Graduate Min. 2 Years We are looking for a Network
Engineer who will be
responsible for maintaining
and administering our colleges
computer networks. Your
primary duties will include
maintenance of computer
networks, hardware, software,
and other related systems,
performing disaster recovery
operations, protecting data,
software, and hardware from
attacks, and replacing faulty
network hardware components
when necessary. 13-03-2020"
2162,JavaScript Developer,"What We Have In Store For You:
Help us architect, design, build, and deploy JS applications
Be a part of Front-end Development Initiatives
You will be a bridge between UX and Engineering to implement FE solutions
Deliver beautiful, readable code on time
Measure application loading time and optimise apps to perform best on throttled networks including offline networks
Inspire and mentor your colleagues
Learn something new everyday
You Fit the Bill If:
2-4 years of experience with JavaScript
Bachelor degree in Computer Science or equivalent experience
In depth understanding of SE best practices, ES6, JavaScript Design Patterns
Experience with JS MV* and JS TDD/BDD
You should not be dependent on libraries, but knows when, where and why to use them
Solid analytical skills and commitment towards quality
Excited about building JS apps from scratch and have passion to promote JS
Experience in HTML5 and CSS3
Excellent written and verbal communication skills, along with strong organizational and presentation abilities
Strong problem solving capabilities
Solid understanding of modern developer tools
Thirst for knowledge.
Good to Have:
3+ years of experience
Candidates should be excellent in pure JavaScript skills.
Plus to have leadership experience"
2163,Network Administrator,"Company Description
Positioned at Publicis Groupe's core, Epsilon is a leader in interaction management, empowering brands to transform ordinary customer experiences into meaningful, human experiences. Through a connected suite of products and services, Epsilon combines leading-edge identity management, industrial strength data and technology expertise with big brand acumen gained over five decades working with the industry’s top brands. Our human-powered, data-led marketing delivers unmatched depth, breadth and scale to help brands turn meaningful human interactions into exceptional business outcomes. For more information, visit us at https://india.epsilon.com/
Follow us on social: LinkedIn, Facebook, Instagram, and Twitter

Job Description
Responsible for design, development and implementation of network services and technologies to meet our client and enterprise requirements. Primary objective is to identify optimal networking and communications solutions that deliver long term capabilities, capacity, reliability and resiliency for the enterprise and clients to successfully maintain and grow business and client operations.
Duties and Responsibilities:
Lead (Preferably) level role that involves understanding client and enterprise technical requirements and designing and deploying optimal networking and connectivity solutions that enable clients and the enterprise to achieve their operational and business goals.
Required to prepare recommendations and supporting details for formal project proposals for network connectivity and configurations.
Day-to-day interaction with telecom providers, equipment suppliers and 3rd party network vendors, to engage their technical resources to perform tasks.
Role requires on-call support as well as scheduling and attendance for maintenance windows.
Resource can expect to routinely be called upon to analyze and interpret traffic and utilization of services on network connections.
Participation in disaster recovery exercises, pre-production certification testing and troubleshooting events is expected.
Coordinate internal operations to meet and exceed data communications project expectations (including but not limited to engineering/development, certifications testing, Network and IT Operations, capacity planning and production readiness.
Accountable for resolving all project level, cross-functional, partnership issues and escalations.
Manage client expectations for data communications connectivity and related services to Epsilon products and applications, throughout project(s) lifecycle. Client expectations include functionality, cost, delivery schedule, support readiness and relationships (usually working directly with senior level technical resources, project managers and business decision makers).

Qualifications
High organizational skills
Ability to handle multi-tasks and meet deadlines
Ability to work efficiently and productively with minimal direction or guidance
Capable of exercising extreme discretion and independent judgment
Ability to handle extremely confidential information in a professional manner
Ability to communicate, both verbally and written, with a high level of confidence
Travel < 20% of the year
MS Office skills with focus on Visio, Word and Excel
Education and Experience:
College degree or comparable certification in IT, telecommunications, computer science, or related field preferred.
Minimum seven years of experience required in design, planning, coordination and implementation of technology projects.
Must be experienced in the troubleshooting of complex multi-vendor geographically separated networks.
Experience in administrating authentication controls (Radius, RSA/SecureID and TACACS+) in the enterprise.
Experience with implementing and maintaining encryption techniques and standards (3DES, PKI, MD5, SSH, SSL), in a client and site-to-site configuration.
Must have operational level knowledge and experience in the deployment and maintenance of service provider network routing architectures using protocols such as OSPF, BGP, EIGRP, and RIP.
Expert knowledge in implementing and supporting switched networks, including (VTP, STP, HSRP, trunking, VLANs, port security and monitoring) in a multi-vendor environment.
Understanding of logical network design including: DMZs, WANs, and client connectivity solutions.
Requires an in-depth knowledge of TCP/IP and communication protocols in LAN / MAN / WAN environments.
Must be thoroughly proficient in the following protocols/technologies:
Route manipulation (Redistribution, Summarization, Route filtering and Policy Routing), VPN (client and site-to-site), Ethernet Switching: ( IOS, Junos switch configurations, VLANs/Trunking, Spanning Tree, HSRP/VRRP), IOS features: (PAT ,NAT, SNMP, Net Flow, QoS), Security server protocols (SCP, SFTP, HTTPS, etc.), Traffic filtering, Access lists, Radius, Tacacs+, IOS VPN, IPsec, Pix/ASA firewalls, Checkpoint firewalls, IDS/IPS, VPN Concentrators, Solarwinds Orion & NCM, Cisco Routers(ASR, 2900,3900, …), Catalyst 6500, 4500, Nexus, and other model switches, Citrix Netscaler and F5 load balancers/GTM, Infoblox DNS, Cisco Nexus & Juniper switches and routers.
Engineer should have knowledge on one of the cloud technologies either AWS, or Azure.
Automation scripting knowledge on tools like Phyton & Ansible is an added asset.
Engineer should have
This role requires strong communication skills.
This role requires strong project management skills.
This role also requires operational processes and technical foundations.
Preferred:
The following certifications are a plus: CCNA, CCNP, CCIE, ITIL Service Management.
Typical Physical Demands: Requires sitting, standing, bending, stooping, and reaching. May require some heavy lifting (75 pounds maximum) and carrying of up to 50 pounds at times. Requires manual dexterity sufficient to operate standard office machines such as computer, printer, copier, telephone and other office equipment. Requires normal range of hearing and vision.
Typical Mental Demands: Able to deal with stress associated with fast-paced work environment. Multiple priorities/tasks. Make judgment decisions and adapt to changing work situations. Grasp and apply new ideas. Communicate with various personalities at all levels.
Working Conditions: Works in a typical office setting but may be required to perform work in a data center. Occasionally called upon to work hours in excess of your normal daily schedule.
Conclusion: This position description is intended to convey information essential to understanding the scope of the position and it is not intended to be an exhaustive list of skills, efforts, duties, responsibilities or working conditions associated with this position.
Work Timings:
Engineer should be willing to work in 24*7*365 rotational shifts or static 04:30 AM IST – 01:30 PM IST shift (Monday and Friday) along with weekend on call support on rotational basis.

Additional Information"
2164,PHP Developer,"Work on Laravel PHP as lead developer. Good understanding of backend laravel API development. Require candidates to have atleast 1 year of work experience on Laravel and have fair amount of HTML and Javascript knowledge

Job Type: Full-time

Salary: From ₹240,000.00 per year

Experience:
software development: 1 year (Required)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
2165,Full Stack Developer,full stack web developer deliver customer peace mind every day helping protect value passion placing customer center everything driving transformational shift liberty mutual operating tech startup within fortune 100 company leading digital disruption redefine people experience insurance looking full stack developer join fully scaled agile team develop cutting edge product improve way people experience insurance job role working eclaims application high visibility product growing every day customer becoming familiar comfortable using web based application submit manage take action claim combining latest architecture tool technology enable empower learn discover replace component grow within team able work newest full stack technology including react/redux expressjs mongo put lot trust developer enable work autonomously stay forefront emerging technology desired development skill experience one javascript framework single page application spa react angular ember backbone experience following es6 babel query language graphql javascript runtime node.js expressjs jira using ides like webstorm/sublime/eclipse html 5/css 3 java api restful web service jax-rs / xml unit testing framework i.e jest karma chai mocha behavior driven development / bdd yadda cucumber enzyme functional test framework webdriverio selenium exposure continuous integration continuous delivery concept – bamboo jenkins agile scrum development methodology believe great job keep happy work—and life ’ offer workplace flexibility wellness perk collaborative workspace sit/stand desk career development program class diversity & inclusion program commuter benefit adoption assistance college saving plan education reimbursement hackathon event liberty mutual wa named ‘ 2016 great place work ’ great place work u info benefit - benefit information learn tech liberty mutual – search job check tech liberty mutual youtube playlist - show video job technology primary location united states-massachusetts-boston schedule full-time salary $ 83000- $ 104600
2166,Java Developer,"Full Stack Java Engineer
Cognizant Digital Engineering
If you’re like us, you’ve got big ideas. At Cognizant, we’re exploring new ideas every day. We help industry
leading companies reinvent their business models and innovate products that create new value—by connecting
people with things, insights and experiences. Cognizant digital engineering designs, engineers and delivers
digital products and experiences that drive digital-first business models. We offer the most comprehensive
digital engineering expertise and client-centric methodology for sustainable innovation.

About Cognizant Digital Engineering: Well-designed software transcends digital technology, going beyond the
fulfillment of basic requirements to focus instead on human needs. Within Cognizant Digital Engineering, we
help clients develop software products that transform human insights into tangible, production-ready digital
solutions. We also work with our clients to scale their native cloud applications. Using insights from the lived
experiences of our consumers, we seamlessly replace traditional service strategies with engaging, precise, and
direct digital applications. Designing phenomenal software is vital to success in the digital economy—and we
understand that a human-centric approach is key to this design.

You must be legally authorized to work in the United States without the need for employer sponsorship, now or
at any time in the future .
Job Summary
Cognizant’s Digital Engineering practice is seeking a highly qualified Java engineer with experience in developing
and in building high-performing, scalable, enterprise applications. You will be part of a talented software team
that works on mission-critical applications. You have a passion for high-quality, reliable and maintainable code.
You’re comfortable working side by side with product managers, designers, and clients, making decisions
together in order to quickly deliver valuable working software to clients and their users. You are agile and
retrospective, and not afraid to identify what we’re doing wrong so we can fix it, and what we’re doing right so
we can improve on it. Above all, you judge your success by the success of your team and the happiness of our
customers.
Day-to-Day Responsibilities
• Java/Java EE/Spring microservice API development while providing expertise in the full software
development lifecycle, from concept and design to testing, designing, developing and delivering high volume,
low-latency applications for mission-critical systems
• Write well designed, testable, efficient code
• Ensure designs are in compliance with specifications
• Support continuous improvement by investigating alternatives and technologies and communicating
these for architectural review
Key Qualifications
• Strong understanding of Java 8, Microservices, Spring-boot, API Development and AWS
• Proficient in Core Java /J2EE technologies & Spring framework
• Hands-on experience in the development of RESTFUL web services & spring boot based microservices
(should be aware of CICD tools like Jenkins, Docker, etc.)
• Knowledge of commonly used IDEs like Eclipse, etc. and UNIX scripts
• Excellent communication skill and participates actively in team meetings discussions and be a specialist
in Object Oriented analysis and design using common design patterns
• Define site objectives by analyzing user requirements envisioning system features and functionality and
enhance organization’s reputation by accepting ownership for accomplishing requests exploring
opportunities to add value to job accomplishments
Why Choose Cognizant?
It takes a lot to succeed in today’s fast-paced market, and Cognizant Technology Solutions has become a leader
in the industry. We love big ideas and even bigger dreams! We stand out because we put human experiences at
the core. Our associates enjoy robust benefits and training opportunities from our industry-recognized, award winning
Academy team. You will have access to hundreds of technical training to keep your skillsets fresh and
have opportunities to acquire certifications on the newest technologies.
Everything we do at Cognizant we do with passion—for our clients, our communities, and our organization. It’s
the defining attribute that we look for in our people.
If you love ambiguity, excited by change, and excel through autonomy, we’d love to hear from you!
About Cognizant
Headquartered in the U.S, Cognizant is a member of the S&P-500, Nasdaq-100, Fortune 200, and was recently
ranked as the #1 Fastest Growing “All Star” by Fortune Magazine. Cognizant uses a highly flexible business
model, a detailed global delivery network, and deep domain expertise to deliver to a long list of best-in-class
companies that are leaders in their own space.
Cognizant is recognized as a Military Friendly Employer and is a coalition member of the Veteran Jobs Mission.
Our Cognizant Veterans Network assists Veterans in building and growing a career at Cognizant that allows them
to demonstrate the leadership, loyalty, integrity, and commitment to quality instilled in them through
participation in military service.
Cognizant is an equal opportunity employer provider and committed to creating a diverse environment.
Cognizant considers all applicants without regard to race, creed, color, national origin, ancestry, age, and marital
status, disabilities, sexual orientation or preference, veteran status, or any other classification protected by
state, federal, or local law.
www.cognizant.com
NASDAQ: CTSH
#LI-TK1
#CB
#remote
#ind123
Employee Status : Full Time Employee
Shift : Day Job
Travel : No
Job Posting : Oct 28 2020

About Cognizant Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 194 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @USJobsCognizant.

Cognizant is recognized as a Military Friendly Employer and is a coalition member of the Veteran Jobs Mission. Our Cognizant Veterans Network assists Veterans in building and growing a career at Cognizant that allows them to leverage the leadership, loyalty, integrity, and commitment to excellence instilled in them through participation in military service.
Cognizant is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law.
If you have a disability that requires a reasonable accommodation to search for a job opening or submit an application, please email CareersNA2@cognizant.com with your request and contact information."
2167,Machine Learning,"Experience in Machine Learning / NLP / information retrieval / recommender systems
Hands-on experience in statistical / Machine Learning model building and validation using decision tree, linear & logistic regression, support vector machine algorithms
Programming knowledge in Python / R, NoSQL databases
Use techniques from artificial intelligence/machine learning to solve supervised and unsupervised learning problems
Develop and implement solutions to fit business problems which may include applying algorithms from a standard statistical tool or custom algorithm development
Excellent written and verbal communication skills
Proven ability to work well under pressure and in a team environment
Self-motivated, flexible, responsible and a penchant for quality

Minimum qualification:
B.Tech/B.E. (Computer Science/IT/Electronics)
MCA
Computer diploma in development with 3+ years of experience compulsory"
2168,Machine Learning,"Machine learning and Deep Tech Programming (C and C++)
Natural Language Processing, Speech Recognition, Computer Vision and Reinforcement Learning.
IDEs like Eclipse and IntelliJ to the components
Python, Java, and Scala
expert mathematical skills, knowledge of cloud applications and computer languages
Big Data platforms and tools, including Hadoop, Pig, Hive, Spark, and MapReduce
structured query language (SQL), Python, Scala, and Perl
Experience:
2+ Years
Job Types: Full-time, Walk-In
Salary: ₹15,000.00 - ₹20,000.00 per month
Experience:
Machine Learning: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Work Remotely:
No"
2169,iOS Developer,"Y Media Labs is a creative technology company that helps brands re-imagine their customer experiences. Our mission is to export the Silicon Valley mindset to the rest of the world.

We create digital products with purpose that have a lasting impact on users' lives and clients' businesses. We are a team of dreamers and doers united by a simple idea: If we make a difference for your customers, we will make a difference for your business too. And it works. Since 2009, we have led early-stage startups and top-tier brands to ""wow"" their customers with best-in-class digital products and experiences. The Wall Street Journal calls us “YML is one of the most innovative companies in Silicon Valley.”

Through next-generation technologies and world-class design, we help brands like Apple, PayPal, L'Oreal, Home Depot, Kaiser Permanente, State Farm, First Republic Bank etc develop solutions that drive major business outcomes. Founded in 2009, Y Media Labs is headquartered in Silicon Valley with four offices worldwide including Atlanta, Indianapolis, Bangalore & Sao Paulo.

We came of age with the invention of the app store. We have mobile in our DNA. We create solutions across the digital ecosystem. Unlike agencies who are born desktop, we are deeply connected to how consumer perception has shifted thanks to the mobile lifestyle. We have built and launched 207 products, delighted over 407 million users, built over 200+ apps, work with 30 Fortune 500 clients, been responsible for over 400 billion transactions through our work and generated over $200 billion in transactions for our clients, and been featured on the app store over 700+ times!

• Portfolio of our work can be found @ ymedialabs.com/work

• Live look into our engineering team @ medium.com/ymedialabs-innovation • Live look into our design team @ dribbble.com/ymedialabs

Our team in Bangalore is close to 180 strong, and we are growing in a variety of ways. Our goals include a culture of excellence and we are looking to transform the team to be one of the best tech teams in Bangalore.

We are looking to hire multiple iOS Engineers at different levels to help us code the world class apps we are creating. If you are a mobile engineer looking to build apps that will be used by millions of consumers worldwide, build apps for brands that you can be proud to show to your family and friends – you need to join us!

Key Responsibilities

• Design and build advanced high-quality applications for the iOS platform • Ensure the performance, quality, and responsiveness of the applications • Code reviews, automated unit testing, documentation for any code you write • Deal with ambiguity and work in a rapidly evolving environment, with time-sensitive projects • Deadlines matter to us. Plan your work and meet your deadlines, while maintaining code quality.

• Get involved in client interactions and gathering project requirements

• Lead product initiatives and work on next generation prototypes

• Work with other engineers, product management, QA, and operations teams to develop and meet functional and non-functional requirements

• Work in an environment of agile, test-driven fast feedback cycle (continuous integration, unit, functional, integration and acceptance testing)

• Learn and adapt to new technologies

• Bring new ideas and technologies to the team that can improve the product or process. • Depending on your level of skills and maturity (not seniority), mentor other engineers.

What we are looking for

• Strong foundation in Computer Science fundamentals like data structures and algorithms, and software engineering principles

• Passionate about creating great code

• Proficient with Swift and/or Objective-C.

• Understanding of end to end mobile development life cycle

• Experience with latest iOS frameworks

• Experience with databases like Realm, Coredata etc.

• Experience with third-party libraries and Cocoapods

• Experience with memory management and caching mechanisms

• Solid Understanding of Apple’s design principles and interface guidelines. • Experience with performance and memory tuning with tools such as Instruments • Experience coding with RESTful APIs to connect iOS applications to back-end services. • Great team player who works well in collaborative situations

• Experience with Android app development is a major plus. Experience with cross-platform tools would be an advantage

• Experience with tools like Git, Jira, Basecamp, BitBucket, Azure DevOps would be an advantage.

• Good to have experience working with IOT projects, Bluetooth technologies • Working knowledge of the general mobile landscape, architectures, trends & emerging technologies.

• Active Open Source, GitHub or Stack Overflow contribution will be a big plus • Published personal apps in play store will be an added advantage

Work from Home Related

Given the current situation it is expected that working from home for extended periods is a reality that continues for many months. You must be able to fulfil the following requirements: • You must have a high-speed broadband connection and must be able to provide evidence of it • You must have a proper working environment at home, like a desk, chair and any other required infrastructure

• You must be able to and willing to attend video calls as part of your workday Job Perks

• Awesome work environment and opportunity to work with great minds • Work in fun teams on projects that impacts millions of people

• 100% reimbursement for all job/growth related courses you complete in Udemy • 24x7 stocked pantry with snacks and Coffee/Tea. Highly subsidized lunch."
2170,Software Engineer,"In a constantly changing world, we work together with our people, clients and communities to enable them to fulfill their potential to do great things. We believe that by bringing everyone together, we can solve problems using innovative technology that can create a world that is sustainable and secure. At NTT, we encourage you to remain continuously curious, as that is what keeps you fast, flexible and relevant. No two days will be the same but that is what will help you grow and realize your full potential.

The power is in your hands to do great things. Its time to lead the change, be the authentic you, to solve difficult challenges, to set the pace of change and to unleash your potential.

Want to be a part of our team?

JavaScript developers who is proficient with React.js to work on the NTTAS projects

Working at NTT

We are looking for JavaScript developers who is proficient with React.js. Your primary focus will be on developing user interface components and implementing them following well-known React.js workflows (such as Flux or Redux). You will ensure that these components and the overall application are robust and easy to maintain. You will coordinate with the rest of the team working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and quality product is important.

Responsibilities:

1. Developing new user-facing features using React.js

2. Building reusable components and front-end libraries for future use

3. Translating designs and wireframes into high quality code

4. Optimizing components for maximum performance across a vast array of web-capable devices and browsers

Skills:

1. Strong proficiency in JavaScript, including DOM manipulation and the JavaScript object model

2. Thorough understanding of React.js and its core principles

3. Experience with popular React.js workflows (such as Flux or Redux)

4. Familiarity with RESTful APIs

5. Knowledge of modern authorization mechanisms, such as JSON Web Token 6. Familiarity with modern front-end build pipelines and tools

7. Experience with common front-end development tools such as Babel, Webpack, NPM, etc.

8. Ability to understand business requirements and translate them into technical requirements 9. Familiarity with code versioning tools like GIT 10. Good understanding on Agile and waterfall development process

11. Knowledge on TDD and should have worked in SCRUM teams

12. Fundamentally strong in computer science and should be aware of the latest development trends

13. Quality conscious and should seek for continuous improvement

14. Able to present the solutions to the team and do detailed code reviews

What will make you a good fit for the role?

KRA & KPIs:

1. Defect free code and high quality outputs.

2. Timely delivery of the projects.

3. Should be a team player and work on self-improvement.

Join our growing global team and accelerate your career with us. Apply today.
Equal opportunity employer

NTT is proud to be an equal opportunity employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, color, sex, religion, national origin, disability, pregnancy, marital status, sexual orientation, gender reassignment, veteran status, or other protected category."
2171,Java Developer,"Overview:

Overview

Axle Informatics is a scientific research and information technology company that offers innovative computer services, informatics, and bioresearch solutions to research centers and healthcare organizations around the globe. With experts in software engineering, bioinformatics, molecular research, and program management, we focus on developing and applying technological tools and scientific techniques to empower the world of research. We work with some of the top research organizations and facilities in the country including multiple institutes at the National Institutes of health (NIH), which means candidates will be receiving the best on-the-job training possible in this field.

Axle is seeking a highly ambitious, adaptable, structured, and detail-oriented Full stack Developer to join our vibrant team at Bethesda, MD.

Responsibilities:

Provides expertise on a broad range of skills, including but not limited to: cloud architecture, infrastructure, application development, and database management
Translate client requirements into technical design and determine appropriate technology solutions
Oversee the development, technical review, and implementation of integrated systems to fit specific client needs using from component subsystems
Interacts and coordinates with data science and engineering teams to reach a singular unified goal
Take an active role in the development process to deliver solutions for challenging problems
Maintain a comprehensive and holistic view of system-wide platforms when designing and implementing solutions

Qualifications:

Bachelor’s Degree in Computer Science, Data Science, Bioinformatics or other related field, years of work experience will be considered in lieu of degree
3+ years experience working with JavaScript and Python (Java and C/C++ a large plus)
3+ experience with multiple cloud services (AWS, GCP, Azure)
Experience with the following is preferred:
TypeScript
Node.js
Angular 6+
SQL databases (MySQL, PostgreSQL)
NoSQL databases (MongoDB, Cassandra)
Containers and container orchestration tools (Docker, Kubernetes)
DevOps tools (Jenkins, TravisCI)
Higher level education will be considered in lieu of relevant work experience
Demonstrated ability to quickly learn/adopt new technologies
Critical thinking, problem solving, and attention to detail
Communication and soft skills
Familiarity working in an Agile environment

Benefits

Paid Time Off (PTO)
10 Paid Federal holidays
Generous health coverage provided with no monthly premium to the employee
Generous vision and dental coverage provided with no monthly premium to the employee
Short and Long-Term Disability coverage (paid by company)
Basic Life and AD&D coverage (paid by company; option to purchase additional coverage)
401(K) with significant company match & no vesting period
Competitive salaries with performance bonus opportunities
Discount plan for pet care, legal services, & identify theft protection
Flexible Spending Accounts:
Healthcare (FSA)
Parking Reimbursement Account (PRK)
Dependent Care Assistant Program (DCAP)
Transportation Reimbursement Account (TRN)

The diversity of Axle’s employees is a tremendous asset. We are firmly committed to providing equal opportunity in all aspects of employment and will not tolerate any illegal discrimination or harassment based age, race, gender, religion, national origin, disability, marital status, covered veteran status, sexual orientation, status with respect to public assistance, and other characteristics protected under state, federal, or local law and to deter those who aid, abet, or induce discrimination or coerce others to discriminate.

Accessibility: If you need an accommodation as part of the employment process please contact:

Email: careers@axleinfo.com

Disclaimer: The above description is meant to illustrate the general nature of work and level of effort being performed by individual’s assigned to this position or job description. This is not restricted as a complete list of all skills, responsibilities, duties, and/or assignments required. Individuals may be required to perform duties outside of their position, job description or responsibilities as needed."
2172,Java Developer,"Greetings From 1Crore Projects
We are looking for a Java Developer with experience in building high-performing, scalable, enterprise-grade applications.
Responsibilities:
Designing and developing high-volume, low-latency applications for mission-critical systems and delivering high-availability and performance
Contributing in all phases of the development lifecycle
Writing well designed, testable, efficient code
Job Types: Full-time, Fresher
Education
Any Graduate in Any Specialization
Interested Candidates forward your Resume to 1croreprojects(at)gmail(dot)com
Address:
1CRORE PROJECTS
Door No : 68 & 70 Ground Floor , Rahaat Plaza
Opp.Vijaya Hospital, Arcot Rd, Vadapalani,
Chennai, Tamil Nadu 600026
Contact : -
J Velmurugan - Team Lead
7904320834
Contract length: 12 months
Job Types: Full-time, Contract
Salary: ₹8,000.00 - ₹10,000.00 per month
Schedule:
Day shift
Supplemental Pay:
Performance bonus
Yearly bonus
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Programming Languages needed:
C++ (Preferred)"
2173,Software Engineer,"Overview


Based in Silicon Valley, Tintri is a wholly owned subsidiary of DataDirect Networks (DDN), the data-at-scale powerhouse and world’s largest privately held storage company. Tintri solutions serve the needs of enterprise data centres with intelligent infrastructure. Our product portfolio includes advanced technologies from Tintri (acquired September 2018), Nexenta (acquired May 2019), and IntelliFlash (acquired from Western Digital November 2019). This portfolio offers a fresh choice and a new experience to elevate your user experiences through automation, analytic insight, and tight integration with application workflows for your enterprise applications, including mission-critical databases and business applications, virtualization, and flexible software defined solutions. Learn more about the Tintri portfolio of solutions at https://www.tintri.com/products

Tintri is looking for motivated and passionate individuals that are self-motivated in their work and careers but we are valuing and thriving in an environment where collaboration and teamwork are at best. We are all together on a quest to provide game changing storage solutions.

Job Description


Job Location : Pune

RED Software Engineer QA

Responsibilities:

Job Description
Work with a global team of stakeholders to understand requirements and define the product release and QA strategy.
Participate at the definition of high quality products validation plans. Prepare test data, execute tests, and review/evaluate results.
Develop use cases to ensure all functional and feature test requirements are captured during the design and development phase
Define and maintain verification jobs through continuous integration tool
Functional and performance metrics analysis on storage software and infrastructure products
Support appropriate technical meetings/scrums and message progress/status/concerns
Skills and Experience
Minimum 3 years of experience in software quality assurance within file systems, server architectures or HPC distributed systems.
Security, Security Testing, TSL, been through API development (not just testing finished product), python programming
Strong grasp and experience in SW test design, execution, automation and metrics.
Strong knowledge in software and scripting in Python and C particularly for Linux/UNIX computing environments.
Experiences with some of the following: traditional storage protocols (e.g. CIFS/NFS/iSCSI), work with data storage concepts such as RAID, SCSI, FC, and file systems; designing, developing, executing, and maintaining test cases and procedures; applying QA lifecycle methodologies for white box, black box, functional, combinatorial testing.
Very good written/verbal communication skills in English.
Minimum of BS or MS; computer engineering, computer science or related technical field.
Experiences with testing management tools (i.e. JIRA and Rally).
Experiences with Git, Gerrit and Jenkins and Agile software development tools and process are a plus.
Candidates MUST be eligible to work in the location advertised or have valid Visa or work permit."
